id igralca,ime,vloga
0614436,Kevin Murphy,Tom Servo
0064546,Trace Beaulieu,Crow T. Robot
0540075,Jim Mallon,Gypsy
0625621,Michael J. Nelson,Mike Nelson
0175239,Frank Conniff,TV's Frank
0388273,Joel Hodgson,Joel Robinson
0670447,Mary Jo Pehl,Pearl Forrester
0248844,Paul Eddington,James Hacker
0001329,Nigel Hawthorne,Sir Humphrey Appleby
0288621,Derek Fowlds,Bernard Woolley
0387993,Diana Hoddinott,Annie Hacker
0000151,Morgan Freeman,Himself - Narrator
0097765,Johnny Yong Bosch,Lelouch Lamperouge
0523180,Yuri Lowenthal,Suzaku Kururugi
1101677,Jun Fukuyama,Lelouch
0063527,Brian Beacock,Rivalz Cardemonde
0633989,Yukana Nogami,C.C.
1812329,Adam Bobrow,Kanon
0757327,Takahiro Sakurai,Suzaku
1840556,Ami Koshimizu,Kallen
0409291,Kikuko Inoue,Cecile
0535070,Mitsuaki Madono,Kaname
0794230,Tetsu Shiratori,Lloyd
1327264,Yasuyuki Kase,Minami
1046347,Fumiko Orikasa,Shirley
1617276,Noriaki Sugiyama,Rivalz
1360441,Sayaka Ohara,Milly
0157131,Saeko Chiba,Nina
1337113,Akeno Watanabe,Viletta
0849004,Kazunari Tanaka,Tamaki
1670451,Junko Minagawa,Cornelia
2657351,Ryuzo Hasuike,Yoshida
0590922,Omi Minami,Euphemia
0620124,Jôji Nakata,Diethard
1731973,Yoshiyuki Kôno,Guilford
1192347,Kaori Nazuka,Nunnally
0847041,Yuji Takada,Todo
0621454,Ken Narita,Jeremiah
0363066,Kiyoyuki Yanada,Darlton
1981893,Riz Ahmed,Nasir 'Naz' Khan
0131966,Bill Camp,Dennis Box
1818216,Peyman Moaadi,Salim Khan
0001806,John Turturro,John Stone
1567198,Poorna Jagannathan,Safar Khan
0075588,Jeannie Berlin,Helen Weiss
7422877,Syam M. Lafi,Hasan Khan
0931324,Michael Kenneth Williams,Freddy Knight
2496312,Amara Karan,Chandra Kapoor
0817027,Paul Sparks,Don Taylor
3733763,Sofia Black-D'Elia,Andrea Cornish
2613393,David Chen,Inmate
4182855,Afton Williamson,Wiggins
0084581,Joshua Bitton,Maldonado
2343418,Aaron Moten,Petey
0182455,Paulo Costanzo,Ray Halle
1029263,Nabil Elouahabi,Yusuf
1296458,Mustafa Shakir,Victor
0416194,Lord Jamar,Tino
1535404,Esau Pritchett,Mr. Day
0412907,J.D. Williams,Trevor Williams
0939703,Frank Wood,Medical Examiner
0571858,Chris McKinney,Rikers Head CO
0791570,Ben Shenkman,Sgt. Klein
3550505,Ariya Ghahramani,Amir Farik
0894141,Victor Verhaeghe,CSI Turley
1440825,Garrett Basch,Ivan
5368824,Nicholas Zaillian,Dmitri
4170444,Charlie Hudson III,Duane Reade
2033267,Donté Bonner,Bell
7071285,Brooke Alexandra,Correctional Officer
0000444,Glenne Headly,Alison Crowe
0049235,Mohammad Bakri,Tariq
0281909,Glenn Fleshler,Judge Roth
0367496,Don Harvey,Detective Tomalikis
0045935,Joseph Badalucco Jr.,Detective
0934637,Jeff Wincott,Detective Lucas
1783121,Steve Cirbus,Police Patrolman
5810941,Aubrey Joseph,Dwight Gooden Stone
0911601,Jay Ward,Trial Bailiff
5004140,Bryan Burton,Shelter Volunteer
0001770,Fisher Stevens,Saul the Pharmacist
5012884,Chris Perfetti,Lawyer
6360424,Eddie Cooper,Mardon
0525243,Edwin Lugo,Leo
2774571,Frank De Julio,Pauline
1289166,Mike Figueroa,Officer Frank Hernandez
0956268,Chip Zien,Dr. Katz
0251999,Ned Eisenberg,Lawrence Felder
0277727,Sticky Fingaz,Rikers Inmate
0858500,Ashley Thomas,Calvin Hart
4789435,Racquel Bailey,Ciara
8418304,Hon Jen Two,Dr. Yee
1959206,Andrew Stewart-Jones,Coach Harris
0480775,Adam LeFevre,Judge
1653125,Albert Jones,District Attorney
1113895,Joe Egender,Cutty
0319636,Jack Gilpin,Doctor
0490225,Joseph Latimore,Bailiff
0709738,Steven Randazzo,Andrea's Neighbor
0673563,Manny Perez,Inspector McCaffrey
1426836,Alexis Suarez,87th Street Cop
2927859,Don Guillory,ADA
4638617,Tom Coiner,Eczema Help Group Member
0223738,Bobby Di Cicco,Eczema Help Group Member
6857129,Monique Pappas,Petey's Mom
0123946,Michael Buscemi,Steve
1113773,Patch Darragh,Eczema Help Group Member
0188025,Anthony 'Treach' Criss,Willy John
2854316,Cliff Moylan,Arraignment Bailiff
1620510,Geeta Citygirl Chopra,Kumanji
3036338,Chris Cafero,Facebook Cop
2994113,Donovan Christie Jr.,Nation of Islam Inmate
0185431,Jonny Coyne,Detective Fitzroy
0729364,Michael Rivera,Compound Officer
1445418,Jason Furlani,Anti-Crimer 2
0725975,Frank Ridley,Jerry
0517448,Lennie Loftin,Detective Lieberman
1017793,Nicholas J. Coleman,Detective McPherson
0828961,Jessica Hynes,Daisy Steiner
0670408,Simon Pegg,Tim Bisley
0212626,Julia Deakin,Marsha Klein
0296545,Nick Frost,Mike Watt
0372423,Mark Heap,Brian Topp
0138446,Katy Carmichael,Twist Morgan
1980098,Aida the Dog,Colin
0606439,Christopher Morris,Christopher Morris
0372423,Mark Heap,'Would You?' Man
0253126,Kevin Eldon,"Alan, Role Play Husband"
0533489,Doon Mackichan,Accelorata Jengold
0134025,David Cann,Vicar
0244167,Barbara Durkin,French Woman
0120111,Amelia Bullmore,Beauty Pageant Mother
0919979,Albert Welling,Clerk of the Court
0571160,Gina McKee,Libby Shuss
0804218,Claire Skinner,Board Member
0600449,Bill Moody,Bill Laswell
2114253,Frazer Brown,Granny Ram Raider
0047155,Bill Bailey,Eyewitness
0063165,Peter Baynham,Sven Yabbsley
0143667,Bill Cashmore,Jury Foreman
0307748,Paul Garner,'Technology!' man
2461127,Sinead Griffin-Lennon,Desiree Wastrey
0475336,Simon Kunz,Captain Mervyn Bruge
1119361,Janene Possell,Granita Rocksand
2002352,Harriet Norcott,Sophie V'Haalbjje
0713451,Claire Rayner,Herself
0567022,John McCririck,Himself
0292126,Frankie Fraser,Himself
0838023,David Sullivan,Himself
0000513,William H. Macy,Frank Gallagher
0002536,Emmy Rossum,Fiona Gallagher
3103119,Ethan Cutkosky,Carl Gallagher
1342513,Shanola Hampton,Veronica Fisher
2087739,Jeremy Allen White,Lip Gallagher
0992538,Steve Howey,Kevin Ball
3160752,Emma Kenney,Debbie Gallagher
1185747,Cameron Monaghan,Ian Gallagher
4766130,Brenden Sims,Liam Gallagher
1042946,Michael Patrick McGill,Tommy
0000349,Joan Cusack,Sheila Jackson
0279720,Noel Fisher,Mickey Milkovich
3019617,Isidora Goreshter,Svetlana
0154226,Justin Chatwin,Steve
0095017,Hugh Bonneville,"Robert Crawley, Earl of Grantham"
3882295,Laura Carmichael,Lady Edith Crawley
0141697,Jim Carter,Charles Carson
0185354,Brendan Coyle,John Bates
1890784,Michelle Dockery,Lady Mary Crawley
0296219,Joanne Froggatt,Anna Bates
1674947,Rob James-Collier,Thomas Barrow
0517642,Phyllis Logan,Mrs. Hughes
0001527,Elizabeth McGovern,"Cora Crawley, Countess of Grantham"
2904789,Sophie McShera,Daisy Mason
0630149,Lesley Nicol,Mrs. Patmore
0001749,Maggie Smith,"Violet Crawley, Dowager Countess of Grantham"
0934362,Penelope Wilton,Isobel Crawley
0236413,Kevin Doyle,Joseph Molesley
1395602,Allen Leech,Tom Branson
0730191,David Robb,Dr. Clarkson
0278239,Siobhan Finneran,Sarah O'Brien
1405398,Dan Stevens,Matthew Crawley
0144237,Raquel Cassidy,Baxter
4141252,Lily James,Lady Rose MacClare
0586003,Vic Mignogna,Edward Elric
1309787,Aaron Dismuke,Alphonse Elric
0657139,Romi Pak,Edward Elric
1069584,Rie Kugimiya,Alphonse Elric
0992184,Travis Willingham,Roy Mustang
1289414,Tôru Ohkawa,Roy Mustang
1513684,Colleen Clinkenbeard,Riza Hawkeye
1708798,Caitlin Glass,Winry Rockbell
0754526,Christopher Sabat,Alex Louis Armstrong
0882581,Kenji Utsumi,Alex Louis Armstrong
1123476,Megumi Toyoguchi,Winry Rockbell
1154161,Laura Bailey,Lust
0628649,Michiko Neya,Riza Hawkeye
0568772,Mike McFarland,Jean Havoc
1235109,Ed Blaylock,King Bradley
0559567,Yasunori Matsumoto,Jean Havoc
0143801,Chris Cason,Gluttony
1754210,Lydia Mackay,Sloth
1427067,Yuuko Satou,Lust
0847313,Yoshino Takamori,Sloth
1785339,Rami Malek,Elliot Alderson
0000225,Christian Slater,Mr. Robot
3361199,Carly Chaikin,Darlene
0234668,Portia Doubleday,Angela Moss
0909412,Martin Wallström,Tyrell Wellick
4066934,Stephanie Corneliussen,Joanna Wellick
0188165,Michael Cristofer,Phillip Price
4576371,Sunita Mani,Trenton
4570964,Azhar Khan,Mobley
3501146,Grace Gummer,Dominique DiPierro
1826988,Michael Drayer,Cisco
3114205,Vaishnavi Sharma,Elliot's Mother
0318703,Michel Gill,Gideon Goddard
3124435,Jeremy Holm,Mr. Sutherland
0001579,Edward James Olmos,Commander Adama
0001521,Mary McDonnell,President Laura Roslin
0755267,Katee Sackhoff,Kara 'Starbuck' Thrace
0051397,Jamie Bamber,Lee 'Apollo' Adama
0130536,James Callis,Gaius Baltar
1065454,Tricia Helfer,Number Six
0719678,Callum Keith Rennie,Leoben Conoy
0661825,Grace Park,Lt. Sharon 'Boomer' Valerii
0389581,Michael Hogan,Col. Tigh
0071922,Matthew Bennett,Doral
1353748,Paul Campbell,Billy
0234928,Aaron Douglas,Crew Chief Tyrol
0393953,Barclay Hope,Transport Pilot
0301874,Lorena Gale,Elosha
0565973,Kandyse McClure,Dualla
0927045,Connor Widdows,Boxey
0542821,John Mann,CAG
0432228,Alessandro Juliani,Gaeta
0167435,Nicki Clyne,Cally
1002664,Michael Eklund,Prosna
0671886,Tahmoh Penikett,Lt. Karl Agathon
1477415,Ginger Broatch,Cami
0654640,Alonso Oyarzun,Socinus
0648153,Ty Olsson,Capt. Kelly
1112313,Ron Blecker,Launch Officer
0730455,Ryan Robbins,Armistice Officer
0378016,Tim Henry,Doctor
0024780,Kwesi Ameyaw,Liner Captain
0531634,Brenda McDonald,Old Woman
0558598,Suleka Mathew,Reporter
1172442,Erin Karpluk,Woman #1
1048171,Jenn Griffin,Woman #2
0365484,BJ Harrison,Woman #3
1340697,Moneca Delain,Blonde Woman
0354427,Zahf Paroo,Man #1
0507674,Robert Lewis,Man #2
1505104,Denzel Sinclaire,Man #3
0942669,Nadine Wright,Chantara
1157166,Michael Soltis,Chantara's Husband
0444104,Fred Keating,Jr. Reporter
1317082,Lymari Nadal,Giana
0346607,Biski Gugushe,Pilot #1
0036812,Nahanni Arntzen,Pilot #2
1508419,Nigel Vonas,Pilot #3
1623600,Ryan Nelson,Pilot #4
0001772,Patrick Stewart,Captain Jean-Luc Picard
0000408,Jonathan Frakes,Commander William T. Riker
0000996,LeVar Burton,Lt. Commander Geordi La Forge
0000642,Marina Sirtis,Counselor Deanna Troi
0000653,Brent Spiner,Lt. Commander Data
0000373,Michael Dorn,Lieutenant Worf
0000533,Gates McFadden,Dr. Beverly Crusher
0000854,Majel Barrett,Enterprise Computer
0000696,Wil Wheaton,Wesley Crusher
0005211,Danica McKellar,M'gann M'orzz
0565366,Jesse McCartney,Dick Grayson
0636046,Nolan North,Conner Kent
1146051,Khary Payton,Kaldur'ahm
1107254,Stephanie Lemelin,Artemis Crock
1032853,Jason Spisak,Wally West
0339304,Bruce Greenwood,Batman
0556089,Masasa Moyo,Karen Beecher
0724656,Kevin Michael Richardson,J'onn J'onzz
0293342,Crispin Freeman,Roy Harper
0248844,Paul Eddington,James Hacker
0001329,Nigel Hawthorne,Sir Humphrey Appleby
0288621,Derek Fowlds,Bernard Woolley
0387993,Diana Hoddinott,Annie Hacker
0127373,Louis C.K.,Louie
3463761,Hadley Delany,Lilly
3425494,Ursula Parker,Jane
0002907,Alexander Skarsgård,Sgt. Brad 'Iceman' Colbert
0710447,James Ransone,Cpl. Josh Ray Person
0855564,Lee Tergesen,Evan 'Scribe' Wright
0005030,Jon Huertas,Sgt. Antonio Espera
1197466,Stark Sands,Lt. Nathaniel Fick
1312073,Billy Lush,Lance Cpl. Harold James Trombley
0521416,Jonah Lotan,Navy Hm2 Robert Timothy 'Doc' Bryan
1569067,Wilson Bethel,Cpl. Evan 'Q-Tip' Stafford
1437733,Pawel Szajda,Cpl. Walt Hasser
0578766,Marc Menchaca,Gunnery Sgt. Mike 'Gunny' Wynn
1732800,Rey Valentin,Cpl. Gabe Garza
1553725,Kellan Lutz,Cpl. Jason Lilley
1289166,Mike Figueroa,Sgt. Leandro 'Shady B' Baptista
2674478,Rudy Reyes,Sgt. Rodolfo 'Rudy' Reyes
1782723,Rich McDonald,Cpl. Anthony 'Manimal' Jacks
1426686,Eric Ladin,Cpl. James Chaffin
0446257,Chance Kelly,Lt. Col. Stephen 'Godfather' Ferrando
0626069,Eric Nenninger,Cpt. Dave 'Captain America' McGraw
1341438,Brian Patrick Wade,Cpt. Craig 'Encino Man' Schwetje
0428925,Neal Jones,Sgt. Maj. John Sixta
0446672,Michael Kelly,Cpt. Bryan Patterson
0056876,David Barrera,Gunnery Sgt. Ray 'Casey Kasem' Griego
1736906,Benjamin Busch,Maj. Todd Eckloff
1466859,Owain Yeoman,Sgt. Eric Kocher
1813199,J. Salome Martinez,Cpl. Jeffrey 'Dirty Earl' Carisalez
1029263,Nabil Elouahabi,Meesh
0456810,Langley Kirkwood,Sgt. Steven Lovell
2788395,Stefan Otto,Cpl. Nathan Christopher
3078257,Sal Alvarez,Cpl. Hector Leon
2674546,Daniel Fox,Pfc. John Christeson
2656882,Bjorn Steinbach,Cpl. Michael Stinetorf
2000650,Sydney Hall,Cpl. Teren 'T' Holsey
2415519,Justin Shaw,Sgt. Michael 'Budweiser' Brunmeier
0112492,Sean Brosnan,Cpl. Daniel Redman
1087179,Theo Landey,Sgt. Damon Fawcett
2677059,Kyle Siebert,Cpl. John Burris
3079087,Jeffrey John Carisalez,Cpl. Smith
2378861,Darron Meyer,Cpl. Cody Scott
2983385,Eric Kocher,Gunnery Sgt. Rich Barrett
1340408,Denton Douglas,Cpl. Trevor Darnold
1111472,Josh Barrett,Sgt. Larry Shawn 'Pappy' Patrick
0121559,Robert John Burke,Maj. Gen. James 'Chaos' Mattis
0065292,Tony Beck,Roronoa Zoro
5719834,Laurent Vernin,Mr. 7
0849028,Mayumi Tanaka,Monkey D Luffy
0620017,Kazuya Nakai,Roronoa Zoro
0645500,Akemi Okamura,Nami
0945322,Kappei Yamaguchi,Usopp
1042062,Mahito Ôba,The Narrator
0386286,Hiroaki Hirata,Sanji
1513684,Colleen Clinkenbeard,Monkey D. Luffy
0649026,Ikue Ôtani,Tony Tony Chopper
0645212,Chikao Ohtsuka,Gold Roger
0945372,Yuriko Yamaguchi,Nico Robin
0160049,Luci Christian,Nami
0754526,Christopher Sabat,Roronoa Zoro
0358316,Jon Hamm,Don Draper
0005253,Elisabeth Moss,Peggy Olson
0440229,Vincent Kartheiser,Pete Campbell
0005064,January Jones,Betty Francis
0376716,Christina Hendricks,Joan Harris
1837590,Aaron Staton,Ken Cosgrove
1360860,Rich Sommer,Harry Crane
0805476,John Slattery,Roger Sterling
2215143,Kiernan Shipka,Sally Draper
0607666,Robert Morse,Bertram Cooper
0822448,Christopher Stanley,Henry Francis
0664175,Jessica Paré,Megan Draper
0272474,Jay R. Ferguson,Stan Rizzo
0321591,Michael Gladis,Paul Kinsey
0061262,Bryan Batt,Salvatore Romano
1555340,Alison Brie,Trudy Campbell
0688132,Amy Poehler,Leslie Knope
0644406,Nick Offerman,Ron Swanson
2201555,Aubrey Plaza,April Ludgate
0695435,Chris Pratt,Andy Dwyer
2106637,Aziz Ansari,Tom Haverford
0641389,Jim O'Heir,Jerry Gergich
0802876,Retta,Donna Meagle
0429069,Rashida Jones,Ann Perkins
0004395,Adam Scott,Ben Wyatt
0000507,Rob Lowe,Chris Traeger
0224007,John DiMaggio,Jake
1660179,Jeremy Shada,Finn
0444786,Tom Kenny,Ice King
0906945,Hynden Walch,Princess Bubblegum
1978079,Brian Quinn,Himself
2098978,James Murray,Himself
1742600,Sal Vulcano,Himself
2665746,Joe Gatto,Himself
0620017,Kazuya Nakai,Mugen
1717227,Ginpei Sato,Jin
0442933,Ayako Kawasumi,Fuu
0089710,Steve Blum,Mugen
0861558,Kirk Thornton,Jin
1312566,Kari Wahlgren,Fuu
0151419,Kyle Chandler,Eric Taylor
0110168,Connie Britton,Tami Taylor
1631435,Aimee Teegarden,Julie Taylor
0500894,Brad Leland,Buddy Garrity
2018237,Taylor Kitsch,Tim Riggins
0687146,Jesse Plemons,Landry Clarke
1472917,Zach Gilford,Matt Saracen
2208749,Derek Phillips,Billy Riggins
0213897,Blue Deckert,Mac McGill
1310368,Minka Kelly,Lyla Garrity
1597316,Adrianne Palicki,Tyra Collette
0189794,Timothy F. Crowley,Coach Crowley
0827093,Louanne Stephens,Mrs. Saracen
2531572,Stacey Oristano,Mindy Collette
2187603,Scott Porter,Jason Street
2173080,Gaius Charles,Brian 'Smash' Williams
0184748,David Cowgill,Slammin' Sammy
3418410,Gary Teague,Teacher
0316079,Paul Giamatti,John Adams
0001473,Laura Linney,Abigail Adams
0234440,John Dossett,Benjamin Rush
0226820,Stephen Dillane,Thomas Jefferson
0001631,Sarah Polley,Nabby Adams
1154650,Samuel Barnett,Thomas Adams
0001556,David Morse,George Washington
0778831,Andrew Scott,Colonel William Smith
0396812,Danny Huston,Samuel Adams
0609114,Ebon Moss-Bachrach,John Quincy Adams
1756030,Steven Hinkle,Young John Quincy Adams
2452629,Madeline Taylor,Young Nabby Adams
0336701,Mamie Gummer,Sally Smith Adams
0870722,Kevin Trainor,Charles Adams
0929489,Tom Wilkinson,Benjamin Franklin
2579443,Michael Hall D'Addario,Young Charles Adams
0001722,Rufus Sewell,Alexander Hamilton
0857620,Justin Theroux,John Hancock
0536484,Judith Magre,Madame Helvétius
1000502,Brennan Brown,Robert Treat Paine
0065726,Tom Beckett,Elbridge Gerry
0188535,Jules Croiset,Second Dutch Banker
0806182,Sieger Sloot,Dutch Man
0216683,Lex van Delden,First Dutch Banker
0411964,Zeljko Ivanek,John Dickinson
1577688,John Keating,Timothy Pickering
2845554,Thomas Langston,Young Thomas Adams
1288544,Timmy Sherrill,Attorney General Charles Lee
2386829,Lucas N. Hall,Bostonian Townsperson
2752916,James Judice,Boston Citizen
4832268,Tim Seip,Sons of Liberty
0000305,Mel Blanc,Bugs Bunny
0004931,June Foray,Granny
2899002,Ahmet Kural,Metin Ozdemir
2139257,Murat Cemcir,Ali Ozdemir
2704055,Seda Bakan,Feyyza Ozdemir
4158912,Emrah Kaman,Emrah
6470284,Ahmet Arslan,Cirak Sinan
2486207,Baris Yildiz,Baris
1759786,Sinasi Yurtsever,Buyuk Hilmi
1846979,Ayse Kökçü,Hamiyet Ozdemir
6432618,Ali Ihsan Varol,Yigit
2116811,Ipek Yaylacioglu,Eda Duru
3516210,Berfu Öngören,Sukriye Duru
0351631,Sadik Gürbüz,Serif
3669004,Ayhan Tas,Sezai Usta
5190830,Korhan Herduran,Oguzhan
6102500,Cemil Sahin,Kartal
6394105,Kadir Polat,Deniz
1649679,Tuncay Beyazit,Turgut
6434031,Tarik Bayrak,Tarik
5588453,Alper Kadayifçi,Cem
2564837,Riza Akin,Tahsin Ozdemir
0604607,Dermot Morgan,Father Ted Crilly
0641192,Ardal O'Hanlon,Father Dougal McGuire
0446392,Frank Kelly,Father Jack Hackett
0572965,Pauline McLynn,Mrs. Doyle
1240448,Liam O'Brien,Kenzou Tenma
1022263,Karen Strassman,Anna Liebert
0258268,Richard Epcar,Inspector Heinrich Lunge
1318596,Jemaine Clement,Jemaine
1235366,Bret McKenzie,Bret
1055302,Rhys Darby,Murray Hewitt
1102891,Kristen Schaal,Mel
0054826,Arj Barker,Dave
0939703,Frank Wood,Greg
1483349,Eugene Mirman,Eugene
0182345,David Costabile,Doug
0000439,Neil Patrick Harris,Billy (Dr. Horrible)
0277213,Nathan Fillion,Captain Hammer
1260407,Felicia Day,Penny
0374865,Simon Helberg,Moist
1870313,Nick Towne,Bad Horse Chorus #1
1871590,Jed Whedon,Bad Horse Chorus #2
0718216,Rob Reinis,Bad Horse Chorus #3
0672436,Otto Michael Penzato,Driver
0007183,Ian Richardson,Francis Urquhart
0363117,Susannah Harker,Mattie Storin
0027215,Miles Anderson,Roger O'Neill
0256456,Alphonsia Emmanuel,Penny Guy
0862939,Malcolm Tierney,Patrick Woolton
0281990,Diane Fletcher,Elizabeth Urquhart
0420010,Colin Jeavons,Tim Stamper
0858669,Damien Thomas,Michael Samuels
0160949,William Chubb,John Krajewski
0318131,Kenneth Gilbert,Harold Earle
0654106,Christopher Owen,McKenzie
0528918,David Lyon,Prime Minister Henry Collingridge
0409874,Kenny Ireland,Ben Landless
0898376,James Villiers,Charles Collingridge
0025503,Isabelle Amyes,Anne Collingridge
0366850,John Hartley,Greville Preston
0782997,Nicholas Selby,Lord Billsborough
0102344,Tommy Boyle,Stephen Kendrick
0036031,John Arnatt,Sir Jasper Grainger
0104033,Richard Braine,Kevin Spence
0225655,Hugh Dickson,Dr. Andrew Christian
0728113,Angela Rippon,Newsreader
0525855,Carl Lumbly,J'onn J'onzz
0482851,Phil LaMarr,Green Lantern
0627624,George Newbern,Clark Kent
0742146,Michael Rosenbaum,The Flash
0133566,Maria Canals-Barrera,Hawkgirl
0175834,Kevin Conroy,Batman
0252006,Susan Eisenberg,Princess Diana
0648249,Timothy Olyphant,Raylan Givens
0780678,Nick Searcy,Art Mullen
0141710,Joelle Carter,Ava Crowder
0686009,Jacob Pitts,Tim Gutterson
1801624,Erica Tazel,Rachel Brooks
0324658,Walton Goggins,Boyd Crowder
0954036,Natalie Zea,Winona Hawkins
0122716,Jere Burns,Wynn Duffy
1635108,David Meunier,Johnny Crowder
1355563,Jonathan Kowalsky,Mike
3634704,Marco D'Amore,Ciro di Marzio
2188652,Fortunato Cerlino,Pietro Savastano
5086277,Salvatore Esposito,Genny Savastano
3616232,Fabio De Caro,Malammore
6810235,Christian Giroso,O' Cardillo
6807523,Giovanni Buselli,Capastorta
6810234,Carmine Monaco,O' Track
5034016,Lino Musella,Rosario O' Nano
4664168,Marco Palvetti,Salvatore Conte
3012922,Vincenzo Fabricino,Pitbull
0131032,Maria Pia Calzone,Immacolata Savastano
1068627,Domenico Balsamo,Massimo
2312686,Emanuele Vicorito,O' Pop
6807549,Carmine Battaglia,Pino
5174691,Alessio Gallo,Tonino Spiderman
2793755,Gaetano di Vaio,O' Baroncino
3582011,Walter Lippa,O' Pisciavindola
0375138,Sofia Helin,Saga
1142392,Rafael Pettersson,John
0540216,Dag Malmberg,Hans
0090360,Sarah Boberg,Lillian
0091035,Kim Bodnia,Martin
0770087,Puk Scharbau,Mette
0800770,Lars Simonsen,Jens
0526616,Henrik Lundström,Rasmus
0818111,Spike Spencer,Shinji Ikari
0445206,Allison Keith,Misato Katsuragi
0880735,Sue Ulu,Ritsuko Akagi
0935313,Amanda Winn Lee,Rei Ayanami
0531355,Tristan MacAvery,Gendo Ikari
0335674,Tiffany Grant,Asuka Langly Soryu
0969616,Guil Lunde,Kozo Fuyutsuki
0335744,Matt Greenfield,Makoto Hyuga
0999161,Kendra Benham,Maya Ibuki
0497485,Jason Lee,Shigeru Aoba
0013649,Pedro de Aguillón,Seele Member
0685411,Joe Pisano,Toji Suzuhara
0831518,Kurt Stoll,Kensuke Aida
0471968,Aaron Krohn,Ryoji Kaji
0971348,Carol Amerson,Hikari Horaki
0594074,Kotono Mitsuishi,Misato Katsuragi
0945372,Yuriko Yamaguchi,Ritsuko Akagi
0644527,Megumi Ogata,Shinji Ikari
0846192,Fumihiko Tachiki,Gendô Ikari
0951300,Hiro Yuuki,Makoto Hyûga
0370677,Megumi Hayashibara,Rei Ayanami
0594436,Yûko Miyamura,Asuka Langley Sôryû
0000114,Steve Buscemi,Enoch 'Nucky' Thompson
0531808,Kelly Macdonald,Margaret Thompson
0788335,Michael Shannon,Nelson Van Alden
0924154,Shea Whigham,Elias 'Eli' Thompson
0334318,Stephen Graham,Al Capone
1842344,Vincent Piazza,Lucky Luciano
0931324,Michael Kenneth Williams,Chalky White
0817027,Paul Sparks,Mickey Doyle
0001543,Gretchen Mol,Gillian Darmody
0836121,Michael Stuhlbarg,Arnold Rothstein
0480086,Anthony Laciura,Eddie Kessler
1658935,Jack Huston,Richard Harrow
0992195,Anatol Yusef,Meyer Lansky
4054776,Brady Noon,Tommy Darmody
4074112,Connor Noon,Tommy Darmody
3932432,Lucy Gallina,Emily Schroeder
3932429,Josie Gallina,Emily Schroeder
2515834,Declan McTigue,Teddy Schroeder
2521468,Rory McTigue,Teddy Schroeder
0685856,Michael Pitt,James 'Jimmy' Darmody
0657760,Aleksa Palladino,Angela Darmody
0209289,Paz de la Huerta,Lucy Danziger
0001056,Dabney Coleman,Commodore Louis Kaestner
1214435,Charlie Cox,Owen Sleater
0000033,Alfred Hitchcock,Himself - Host
1778124,Ali Atay,Mecnun
1892960,Cengiz Bozkurt,Erdal Bakkal
1763577,Serkan Keskin,Ismail
2183200,Osman Sonant,Hirsiz Yavuz
1488529,Ahmet Mümtaz Taylan,Iskender Cinar
0257826,Köksal Engür,Aksakalli Dede
2115236,Melis Birkan,Leyla
0132257,Bruce Campbell,Ashley 'Ash' J. Williams
0763631,Ray Santiago,Pablo Simon Bolivar
1632536,Dana DeLorenzo,Kelly Maxwell
0005128,Lucy Lawless,Ruby Knowby
0428382,Jill Marie Jones,Amanda Fisher
0637586,Masako Nozawa,Son Gokû
0945881,Jôji Yanami,Narrator
0875442,Hiromi Tsuru,Bulma
0849028,Mayumi Tanaka,Kuririn
0299228,Tôru Furuya,Yamcha
0913844,Naoko Watanabe,Puar
0594488,Kôhei Miyauchi,Kamesennin Muten Roshi
0851311,Naoki Tatsuta,Oolong
0468708,Mami Koyama,Lunch
0882581,Kenji Utsumi,Announcer
0840721,Hirotaka Suzuoki,Tenshinhan
2255973,Donald Glover,Earnest 'Earn' Marks
3109964,Brian Tyree Henry,Alfred 'Paper Boi' Miles
3147751,Lakeith Stanfield,Darius
5939164,Zazie Beetz,Van
2268905,Harold House Moore,Swiff
4044252,Cranston Johnson,Deshawn
5865598,Emmett Hunter,Stranger
0392021,Rick Holmes,Craig Allen
7795985,Ashley John,Chick
8203606,Erskine C. Johnson III,Store Clerk
4581476,Terri Abney,Krista
5221142,Roscoe Johnson,Bouncer
6922229,Tony Scott,Bartender
3197256,Tamika Parrish,Snobby Woman
6222251,Orvalle Williams,Cool Man
6240238,Tywain Titus,Random Stranger 2
0315041,Ricky Gervais,David Brent
0293509,Martin Freeman,Tim Canterbury
0188871,Mackenzie Crook,Gareth Keenan
0205063,Lucy Davis,Dawn Tinsley
1133714,Ewen MacIntosh,Keith
1133584,Ben Bradshaw,Ben
1132140,Jamie Deeks,Jamie
1133923,Jane Lucas,Sheila
1544415,Emma Manton,Emma
0673875,Alexander Perkins,Ralph
0681758,Philip Pickard,Phillip
0065695,Joel Beckett,Lee
0049346,Patrick Baladi,Neil Godwin
0272994,Julie Fernandez,Brenda
0410507,Rachel Isaac,Trudy
1475071,Howard Saddler,Oliver
0302320,Stirling Gallacher,Jennifer Taylor-Clark
0408591,Ralph Ineson,Chris 'Finchy' Finch
0159631,Oliver Chris,Ricky Howard
1306344,Stacey Roca,Rachel
0393792,Robin Hooper,Malcolm
1132069,Angela Clerkin,Jackie
1483186,Patrick Driver,Patrick
1481745,Tony MacMurray,Tony
0202603,Jack Davenport,Steve Taylor
0069109,Gina Bellman,Jane Christie
0018729,Sarah Alexander,Susan Walker
0411214,Kate Isitt,Sally Harper
